1_3:1:37,2,16,Remark,"High delivery rate. Discreet package, high passing rate to USA, Australia,Russia,France,Poland,New Zealand,Canada.' Export products to USA, Canada, Mexico, Brazil, United Kingdom, Russia, Germany, India, South Africa, Malta, Egypt, Armenia, Australia, Philippines, Belgium, Netherlands, Denmark  ect.",
1_3:1:38,2,17,Post on,http://www.chinametalsnet.com/pz32302dc-cz1241005-carfentanil-carfentanil-carfentanil-carfentanil-skype-8615028152950.html,
1_3:1:39,2,16,Remark,"U.S. and Chinese government solved a case on fentanyl in 2017, the case was on trial on 11/29/2018 in which the Chinese suspects founded a company named'Tangshen Bio Tech Co.'too, but it was located in Xingtai, Hebei.There is a case on trial at Xingtai on 11/29/2018, with the same name""Tangshen"".",
1_3:1:45,3,1,Chinese Name,,"company name ->Xingtai Senyang Import and Export Trading Co., Ltd., https://www.chemicalbook.com/EnterpriseCredit_1767849898.htm"
1_3:1:44,3,2,Address,"176 Zhongxing Rd.,Qiaoxi Dist., Xingtai, Hebei(河北邢台市桥西区中兴路176号)/flat/rm 1804 beverly house 93-107 lockhart road
wanchai, hongkong
Hong Kong",
1_3:1:46,3,3,Products,"Fentanyl; Carfentanyl; Furanylfentany; Butyrylfentanyl; 2-methyl-Methoxyacetylfentanyl; 3-methyl-furanylfentanyl; 4-Fluorobutyrfentanyl; Methylfentanyl; Alfentanyl; Betahydroxyfentanyl; Methoxyacetylfentanyl; Ketamine; Mexedrone; 4CEC; 4-EMC,Dibutylone; ADB-F; 4MPD; 5FADB; MDPHP",
1_3:1:47,3,5,Pricing($),640/Ton for Fentanyls listed above,
1_3:1:48,3,4,Production Capacity,1000 Kg/Mon,
1_3:1:49,3,6,Payment method,"Bitcoin, Western Union, MoneyGram, Paypal",
1_3:1:50,3,8,Packaging  ,Packing drugs with tungsten and carbon papers to skip through customs x-ray machines. Parcels are packed with wrapping paper.,
1_3:1:51,3,9,Delivery,"EMS,EUB,FEDex, ETK, UPS,  5-7 weekdays from Hongkong, Shenzhen, Shanghai",
1_3:1:52,3,10,Contact,"Tel: 17138902165, 03195326157, 17049446078, 13363734710, +852-23599496, 17163515358
;  Email: shaw@zwytech.com, lisa@zwytech.com, mary@zwytech.com, mary@zwytech.com; wickrme:lisachemcial/whatsapp:17163515358",
1_3:1:53,3,11,Website,http://www.zhongweiyetech.com/,
1_3:1:54,3,12,IP Address,119.254.28.62,
1_3:1:55,3,13,Server Location,"(BGP multiple lines)Haidian Dist., Beijing, China",
1_3:1:56,3,14,Active Level,07/18/2019,
1_3:1:57,3,15,Main Market,"USA, Canada, UK, Australia, Germany, Spain, Middle East",
1_3:1:58,3,16,Remark,"Main export markets: USA, Canada, UK, Australia, West Europe, Mid East/Africa, Eastern Europe",
1_3:1:59,3,17,Post on,https://www.chemicalbook.com/SupplyInfo_327335.htm,
1_3:1:59,3,17,Post on,http://www.21chemnet.com/product-50-/50-00-0_58134.html,
1_3:1:59,3,17,Post on,http://www.fotothing.com/shawvivian/photo/bd3fc0438eb090fce79b9a2190165482/,
1_3:1:59,3,17,Post on,http://zhongweiye.sell.everychina.com/p-108122658-methoxyaceylfentanyl-maf-buff-fuef-3mfuf-white-powder-replace-furanylfentanyl.html,
1_3:1:59,3,17,Post on, https://www.chemicalbook.com/SupplyInfo_327197.htm,
1_3:1:78,4,2,Address,"4263 jiabin Garden,BanAn Road South,Luohu Dist./No 6046 Shennan Boulevard, Futian District, Shenzhen, Guangdong (to be varified)(广东深圳福田区深南大道6046号)","Street:Room A1809, SD Building, No.141, Wushan Road,Guangzhou, China
"
1_3:1:79,4,3,Products,Fentanyl; Carfentanyl; Furanylfentany; Methoxyacetylfentanyl; 3-Furanylethylfentanyl; Acetylfentanyl; Butyrylfentanyl; Fentanyl HCL; U-47700; U-48800; U-49900; Alprazolam; Alpha-PVP; 4-carbométhoxyfentanyl,
1_3:1:80,4,5,Pricing($),350/10g,
1_3:1:81,4,4,Production Capacity,1000Kg/Mon,
1_3:1:82,4,6,Payment method,"Bitcoin ' Our preferred payment method is by Bitcoins'. 'We do not accept PayPal, Visa Card or Master Card'",
1_3:1:83,4,7,Terms of Sale,Minimum order quantity: 10g,
1_3:1:84,4,8,Packaging  ,"All orders are package very discreetly in padded envelopes with heat sealed sachets inside, no mention of products names or the website name on the out side of the packages.''Discreet package,high passing rate to USA, AU,RU,France,Poland,new zealand,Canada,etc.'",
1_3:1:85,4,9,Delivery,"HK EMS, EUB, TNT, FEDEX, DHL, UPS, in 5-7 work days, from Shenzhen. Mostly ship by EMS as we think its more safe",
1_3:1:86,4,10,Contact,"Wickr, Whatsapp: 17602162566; Email: ficherchem@gmail.com, ficherchem@prontonmail.com","Tel:0086-20-38921938
Fax:0086-20-38921037
"
1_3:1:87,4,11,Website,http://ficherchem.com,
1_3:1:88,4,12,IP Address,50.87.151.230,
1_3:1:89,4,13,Server Location,U.S.,
1_3:1:90,4,14,Active Level,04/13/2019,
1_3:1:91,4,15,Main Market,"North America,South America,Western Europe,Eastern Europe,Eastern Asia,Southeast Asia,Middle East,Oceania",
1_3:1:92,4,16,Remark,,
1_3:1:93,4,17,Post on,http://www.putfree.com/services/health-beauty/order-pure-alprazolam-etizolam-cafentanil-fentanyl-etc-ficherchemgmail-com_i7533 ,
1_3:1:93,4,17,Post on,http://www.fotothing.com/ficher46/photo/86e3309892e74365c89b73bb984b1cc2/,
1_3:1:111,5,2,Address,"Company Address:No.54 Jiefang Road,Taiyuan, Shanxi(山西太原解放路54号); Factory Address: No.102 Jiefang Road,Taiyuan, Shanxi(山西太原解放路102号)",
1_3:1:112,5,3,Products,Fentanyl; Carfentanyl; Butyrylfentanyl; Methoxyacetylfentanyl; Methamphetamine; Furanylfentanyl; Alfentanyl; Betahydroxyfentanyl; Acetylfentanyl; Thiofentanyl; Ocfentanyl; N-Methylcarfentanil; Remifentanil; Ohmefentanyl; Mirfentanil; 4-CMC; U-47700,
1_3:1:113,5,5,Pricing($),"15-25/g(Carfentanyl), 200/5-10g(Butyrylfentanyl, Methoxyacetylfentanyl, Furanylfentanyl)",
1_3:1:114,5,4,Production Capacity,1000 Kg/ Mon,
1_3:1:115,5,6,Payment method,Bitcoin,
1_3:1:116,5,7,Terms of Sale,Minimum order quantity： 20-100g,
1_3:1:117,5,10, Contact,"Tel: + 86-171-9604-7892, Wickr: whitedeals,  Rawchems, email: info@rawchems.com, xmpt@asia.com",
1_3:1:118,5,8,Packaging,Lead (Pb) and Aliminium (Al) foil bags which are secure enough to bypass xray scanning and dog sniffing.,
1_3:1:119,5,9,Delivery,"TNT, EUB,UPS, DHL, FEDEX, HKEMS, HKDHL within 4days from Hongkong and Shanghai, Air/Sea for large order. 'We will decided to choose to cakeier depend on the different countries.'  Sample Order: As usual you can get the goods within 4-7days. We can send it via HKems, HK Air Post, DHL or other methods.
",
1_3:1:120,5,15,Main Market,"US, Brazil, Canada, Germany, UK, Spain, France, Norway, Romania, Italy, Australia and Eastern Europe",
1_3:1:121,5,11,Website, http://xmpt.ecer.com/,
1_3:1:122,5,12,IP Address,119.254.28.62,
1_3:1:123,5,13,Server Location,"(BGP multiple lines)Haidian Dist., Beijing, China",
1_3:1:124,5,14,Active Level,04/16/2019,
1_3:1:125,5,15,Main Market,"North America, Eastern Europe",
1_3:1:126,5,16,Remark,"Posts are all deleted. 'A lot of US and Europe customers purchase big quantity from us monthly. All chemicals we sell are best quality and competitive price. Generally, we will ship by EMS,Fedex,UPS or DHL, special way to USA, UK and Russia, we guarantee package can pass customs.''The products can be sent to USA, Brazil, The Czech republic, Germany, Spain, UK, Astralia,Middle East ... with special package.' 'The way it ships can ensure high success rate of customs'",
1_3:1:127,5,17,Post on,http://www.chinametalsnet.com/pz656fe3f-cz549efb3-legal-alprazolam-pure-alprazolam-powder-white-powder-high-purity-uncut-alp-powder-meth-mdma-meph-ket-u-47700-bulk-stock.html,
1_3:1:127,5,17,Post on,http://xmpt.sell.rc363.com/pz6652475-fuef-buff-fuf-maf-research-chemicals-powders-101365-54-2-fuef-fuf-fuef-maf-high.html    ,
1_3:1:127,5,17,Post on,http://biz.everychina.com/xmpt-r/z6302afc-high_pure_mirfentanil_n_methylcarfentanil_ohmefentanyl_remifentanil_2f_dck_benzylfentanyl_thiofentanyl_5f_adb_powder.html,
1_3:1:127,5,17,Post on,http://www.rc363.com/products-search/pz6610376-cz57e12f8-buy-highly-pure-bulk-stock-alprazolam-4mmc-4-cmc-white-crystal-fentanyl-carfentanil-supplyhigh-quality-u-4-5f-mdmb-2201.html,
1_3:1:149,6,2,Address,"No.86,zhongshan Road,Yuhua District,Shijiazhuang,Hebei(河北石家庄裕华区中山路86号)",
1_3:1:150,6,3,Products,"Fentanyl, Butyrylfentanyl, Methoxyacetylfentany, Furanylfentanyl, Acetylfentanyl, tmfuf, Methamphetamine, Alprazolam, MDMA, U-47700, etc.",
1_3:1:151,6,5,Pricing($),100/10g,
1_3:1:152,6,4,Production Capacity,500kg/day,
1_3:1:153,6,6,Payment method,"Bitcoin, Paypal, T/T, Monygram, Western Union",
1_3:1:154,6,7,Terms of Sale,Minimum order quantity: 5g,
1_3:1:155,6,8,Packaging  ,"food bag or hiding of packing'.'our packaging, according to the latest customs situation, constantly updated'.",
1_3:1:156,6,9,Delivery,"EMS, TNT, FEDEX, DHL, UPS",
1_3:1:157,6,10,Contact,Tel: +86-311-85691255; Email: sara@hiersunchem.com,
1_3:1:158,6,11,Website,http://www.hiersunchem.com,
1_3:1:159,6,12,IP Address,103.66.94.90,
1_3:1:160,6,13,Server Location,"Hexi Dist., Tianjin",
1_3:1:161,6,14,Active Level,04/17/2019,
1_3:1:162,6,15,Main Market,"Germany, Spain, UK, USA, Australia, Middle East",
1_3:1:163,6,16,Remark,"100% reship if been catched(caught)'. 'the goods customs clearance rate we send to United states and Europe is 99%'.'Canada, Brazil of quite high buckle close rate area, we also have a new way to get through
the customs.'",
1_3:1:164,6,17,Post on,http://researchchemicalsbkmdma.sell.rc363.com/pz67c84df-4-cmc-3cmc-4mmc-4cec-fuf-buff-bmk-pmk-u-47700-2fdck-heexen-bk-5fadb-5famb-mabc.html,
1_3:1:164,6,17,Post on,http://www.everychina.com/p-z1435e24-51990487-tmfuf-maf-buff-fuf-etizolam-437-38-7.html,
1_3:1:164,6,17,Post on,http://researchchemicalsbkmdma.sell.rc363.com/pz64e3ff0-legal-acetyl-fentanyl-powder-fu-fentanyl-cas-117332-89-5-c21h26n2o.html,
1_3:1:164,6,17,Post on,http://biz.everychina.com/researchchemicalsbkmdma-r/z61f2918-99_7_crystal_meth_replacement_research_chemicals_methamphetamine_cas_537_46_2.html,
1_3:1:174,7,2,Address,"No. 288, Sichuan Road, hongkou Dist., Shanghai (上海虹口区四川路288号)","Address: No.166, Yuhua Road, Qiaodong District, shijiazhuang City , Hebei Province,
shijiazhuang, Hebei Province
China, 050000
"
1_3:1:175,7,3,Products,Fentanyl; Carfentanyl; Furanylfentanyl; Beta-hydroxyfentanyl;3-Allylfentanyl; 3-Methylbutyrfentanyl; p-fluoroisobutyrfentanyl;p-chloroisobutyrfentanyl; Cyclopentylfentanyl; Furanylethylfentanyl; Methoxyacetylfentanyl; Thenylfentanyl; 3-Methylfentanyl; 3-Methylthiofentanyl; 4-Fluorobutyrfentanyl; Parafluorofentanyl; 4-Phenylfentanyl; Valerylfentanyl; 4-Methoxybutyrfentanyl; Acrylfentanyl; α-Methylacetylfentanyl; Alphamethylbutyrlfentanyl; α-Methylfentanyl; Alphamethylthiofentanyl; Acetylfentanyl; Betahydroxyfentanyl; Alfentanil; Benzylfentanyl; β-Methylfentanyl; Butyrfentanyl; Brifentanil; Isobutyrfentanyl; Lofentanil; N-Methylcarfentanil; Mirfentanil; Ohmefentanyl; Ocfentanil; Remifentanil; Sufentanil; Thiofentanyl; Trefentanil; fentanyl hcl; U-48800; etc.,
1_3:1:176,7,5,Pricing($),50-120/g,
1_3:1:177,7,4,Production Capacity ,5000 Kg/Mon ,
1_3:1:178,7,6,Payment method,"Litecoin, Bitcoin",
1_3:1:179,7,8,Packaging  ,Safe and discreet packaging',
1_3:1:180,7,9,Delivery,"EMS,FEDEX,TNT,DHL , door to door",
1_3:1:181,7,10,Contact,"Tel: 13315937665, 057751648216; Email: star@wankebio.com, nancy@wankebio.com","Tel: 86-311-8201032
Fax: 86-311-8201032
"
1_3:1:182,7,11,Website,http://www.wankebio.com or http://annawankebio.ecer.com/,
1_3:1:183,7,12,IP Address,172.82.166.253,
1_3:1:184,7,13,Server Location,U.S.,
1_3:1:185,7,14,Active Level,04/15/2019,
1_3:1:186,7,15,Main Market,Hot sale USA and UK market',
1_3:1:187,7,17,Post on,http://product.forbuyers.com/d200049846.html,
1_3:1:187,7,17,Post on,http://product.forbuyers.com/d200049842.html,
1_3:1:187,7,17,Post on,http://nancy12193.globalimporter.net/pod2/528/1886149/fentanyl-hcl-cas-1443-54-5-manufacturer-spot.htm,
1_3:1:187,7,17,Post on,https://www.chemicalbook.com/SupplyInfo_325889.htm,
1_3:1:187,7,17,Post on,http://www.expressbusinessdirectory.com/Companies/WanKe-Biological-Medicine-co-LTD-C692996/Furanylethyl-fentanylFuf-Cas101345668-MAF-BUF-carfen-luofen-fentanyl-nancywankebiocom-P173478,
1_3:1:191,8,1,Chinese Name, 湖北飞尔化工科技有限公司,
1_3:1:192,8,2,Address,"5-902, Jiandong InTeligent Garden, No.6 Minzu Ave., Hongshan Dist., Wuhan, Hubei(湖北武汉市洪山区民族大道6号尖东智能花园5-902)",
1_3:1:193,8,3,Products,Carfentanyl; Furanylfentanyl; Fentanyl raw material; Methamphetamine; Cannabinoids,
1_3:1:194,8,6,Payment method,,
1_3:1:195,8,5,Pricing($),,
1_3:1:196,8,7,Terms of Sale,Minimum order quantity: g,
1_3:1:197,8,8,Packaging  ,,"developing and producing and selling manufacture in green health products such as Pharmaceutical intermediates,Research chemical, Human Growth Hormone and Anabolic steroid series, https://www.supplierlist.com/co_ecejumit.htm"
1_3:1:198,8,9,Delivery,,
1_3:1:199,8,10,Contact,"Tel: 15972110828, 02787528076",
1_3:1:200,8,11,Website,http://www.feelschem.com/,
1_3:1:201,8,12,IP Address,172.121.14.132,
1_3:1:202,8,13,Server Location,U.S.,
1_3:1:203,8,14,Active Level,Supplier's last login times: within 10 hours,
1_3:1:204,8,15,Main Market,"North America, South America, Eastern Europe",
1_3:1:205,8,16,Remark,Shipping Wet ice in continental US',
1_3:1:206,8,17,Post on,https://detail.en.china.cn/provide/p152018668.html,
1_3:1:210,9,1,Chinese Name,上海诺贝康生物科技有限公司,
1_3:1:211,9,2,Address,"Pu Ruan Plaza, 2 Boyun Rd., Pudong Dist., Shanghai(上海浦东区博云路2号浦软大厦)",
1_3:1:212,9,3,Products,Fentanyl; Carfentanyl; Fentanyl HCL; Alprazolam,"Alprazolam powder,Xanax pills,Xanax pill,etizolam pills,bk-ebdp crystal,dibu crystal,4cl-pvp crystal,4-cec crystal,Fentanyl powder."
1_3:1:213,9,5,Pricing($),1/g,
1_3:1:214,9,4, Production Capacity,1000Kg/day,
1_3:1:215,9,6,Payment method,Bitcoin,
1_3:1:216,9,7,Terms of Sale,Minimum order quantity: 10g,
1_3:1:217,9,8,Packaging  ,"Discreet package,high passing rate to USA, Australia, Russia,France,Poland,New Zealand,Cananda,etc.",
1_3:1:218,9,9,Delivery,1-3days from Shanghai,
1_3:1:219,9,10,Contact," Tel: 0218036058, 18731176115; Email: sales@nobekonbiotech.com",
1_3:1:220,9,11,Website,http://www.toocle.com/English/show/1154411/China-index.html,
1_3:1:221,9,12,IP Address,180.235.65.18,
1_3:1:222,9,13,Server Location,"Pudong Dist., Shanghai, China",
1_3:1:223,9,14,Active Level,08/02/2017,
1_3:1:224,9,15,Main Market,"USA, Australia, Russia,France,Poland,New Zealand,Cananda",
1_3:1:225,9,16,Remark,http://pandora05.cn.vooec.com,"
Specialized in Pharmaceutical Intermediates. (Alprazolam, Carfentanil, Fentanyl, Fentanyl hcl, 5-APB, 6-APB, A-PVP, 5-MAPB, etc), https://www.etradeasia.com/supplier-337194/Shanghai-Nobekon-Biotechnology-CO-LTD.html"
1_3:1:226,9,17,Post on, http://www.eb80.com/Sell_Product_289884/Carfentanil_carfentanyl/,
1_3:1:226,9,17,Post on, http://www.eb80.com/Sell_Product_289885/Fentanyl_fentanyl_hcl_powder/,
1_3:1:226,9,17,Post on,http://www.toocle.com/English/show/1154411/China-product-detail-6184095.html,"updated company name -> (Shijiazhuang Huaguan Biotechnology Co., Ltd.), https://www.chemicalbook.com/EnterpriseCredit_1564423239.htm"
1_3:1:230,10,1,Chinese Name,河北美华生物科技有限公司/美化生物科技有限公司,
1_3:1:231,10,2,Address,"No.105 Block C, Zhongshanhuafu,Dajing Street,Qiaoxi Dist., Shijiazhuang, Hebei(河北石家庄桥西区大经街中山华府C栋105号)/河北石家庄桥西区淮安路翰林观天下",
1_3:1:232,10,3,Products,Fentanyl; Carfentanyl; Furanylfentanyl; Furanylethylfentanyl; Butyrylfentanyl; Methoxyacetylfentanyl; U-47700; U-48800; Oxycodone; synthetic marijuana; Ketamine; AKB48,
1_3:1:233,10,5,Pricing($),5-5.5/g,
1_3:1:234,10,4,Production Capacity,500Kg/Mon,
1_3:1:235,10,6,Payment method,"Bitcoin, Paypal, West Union, Money Gram",
1_3:1:236,10,7,Terms of Sale,Minimum order quantity：1g,
1_3:1:237,10,8,Packaging  ,,More than 100 countries
1_3:1:238,10,9,Delivery,"TNT, UPS, DHL, FEDEX, HKEMS from Shenzhen, Hongkong, Qingdao",
1_3:1:239,10,10,Contact,"Contact person: Wang Youlin(王友林); Tel: 17197824208, 117093282425, 17137922212, 13143490630, 031145896235, 031168966563, 031183953206, 15175972705, +91-1314349063; Email: alisa@hbmeihua.cn, anne@hbmeihua.cn, emma@tengyuanbio.com, amanda@hbmeihua.cn",
1_3:1:240,10,11,Website,http://www.hbmeihua.cn/,
1_3:1:241,10,12,IP Address,172.82.166.244,
1_3:1:242,10,13,Server Location,U.S.,
1_3:1:243,10,14,Active Level,05/16/2019,
1_3:1:244,10,15,Main Market,"USA, UK, Italy, Korea, Canada, Australia",
1_3:1:245,10,16,Remark,"it uses another name as Tonda Chem-Tech Co.,Ltd.selling fentanyl, carfentanyl and methyfentanyl.(Same telephone number with Tonda)",
1_3:1:246,10,17,Post on, https://www.putfree.com/services/health-beauty/top-hexen-hex-en-hex-neh-ethyl-hexedrone-alisahbmeihua-cn_i6305,
1_3:1:246,10,17,Post on,http://www.imexbb.com/u47700-fentanyl-carfentanyl-oxycodone-u48800-12696298.htm,
1_3:1:246,10,17,Post on,http://thanjavur.kovaideals.com/health-sports/u47700-fentanyl-carfentanyl-anne-hbmeihuacn-whatsapp-8613143490630-skype-anne-10327-id-3813,
1_3:1:246,10,17,Post on,http://researchchemical1234.ecer.com/,
1_3:1:246,10,17,Post on,https://www.chemicalbook.com/SupplyInfo_322011.htm,
1_3:1:246,10,17,Post on, http://alisalee00.globalimporter.net/pod2/641/1877067/top-supply-fentanyl-maf-buff-alisa-hbmeihua-cn.htm,
1_3:1:246,10,17,Post on,https://m.diytrade.com/m4/pd/20489727/MAF.html,
1_3:1:246,10,17,Post on,https://www.ecplaza.net/products/furanylfentanylfuffu-f_4429721,
1_3:1:246,10,17,Post on, https://www.my-zar.mn/zar/723000,
1_3:1:246,10,17,Post on, http://www.fotothing.com/bkmdma/photo/b09b92cb8523a30ade2fffe6d28fd1ed/,
1_3:1:268,11,2,Address,"No.35 Aiguo South Road, Luohu Dist., Shenzhen, Guangdong(广东深圳罗湖区爱国南路35号)",
1_3:1:269,11,3,Products,Fentanyl; Carfentanyl; Lofentanyl; Ketamine; Methamphetamine; Furanylfentanyl; Acetylfentanyl; Butyrylfentanyl; Meth; U-47700; MDMB-CHMICA,
1_3:1:270,11,5,Pricing($),"15-30/g(Fentanyl), Negotiable",
1_3:1:271,11,4,Production Capacity,500Kg/Mon,
1_3:1:272,11,6,Payment method,Bitcoin,
1_3:1:273,11,7,Terms of Sale,Minimum order quantity: 10g,
1_3:1:274,11,10, Contact,"Email: chemsb303@gmail.com,  topchem@protonmail.com, tchem@protonmail.ch",
1_3:1:275,11,8,Packaging,Lead (Pb) and Aluminium (Al) foil bags. Packaging style can bypass all checks including dogs sniffing and Xray scanning.,
1_3:1:276,11,9,Delivery,"EMS, EUB, TNT, FEDEX, DHL, UPS, 2-3 days",
1_3:1:277,11,11,Website,"http://www.topchems.net/, https://leochems.com/   (invalid), http://topchems.ecer.com/",
1_3:1:278,11,12,IP Address,119.254.28.62,
1_3:1:279,11,13,Server Location,"(BGP multiple lines)Haidian Dist., Beijing, China",
1_3:1:280,11,14,Active Level,07/23/2019,"Exclusive right period-> 2017-12-21 to 2027-12-20 , https://aiqicha.baidu.com/mark/markDetail?dataId=da4fd76edb139735e0cf6b6ee8fae439"
1_3:1:281,11,17,Post on, http://topchems.buy.bushorchimp.com/pz68cc475-legal-acetyl-fentanyl-powder-fu-fentanyl-cas-1443-54-5-c22h28n2o-hcl-white.html,
1_3:1:281,11,17,Post on,http://www.tradesparq.com/users/324052/chan-kim/products,
1_3:1:281,11,17,Post on,"http://www.everychina.com/p-z52f3f4c-108402049-buy-highly-pure-bulk-stock-alprazolam-4mmc-4-cmc-white-crystal-fentanyl-carfentanil-supplyhigh-quality-u-4-5f-mdmb-2201.html
",
1_3:1:285,12,1,Chinese Name,"687 Ziyang Road, Wuchang Dist.,Wuhan, Hubei(湖北武汉市武昌区紫阳路687号)",The company name is not provided
1_3:1:286,12,2,Address,,
1_3:1:287,12,3,Products,Despropionyl Fentanyl,
1_3:1:288,12,5,Pricing($),Negotiable,
1_3:1:289,12,4,Production Capacity,500Kg/Mon,
1_3:1:290,12,6,Payment method,Bitcoin,
1_3:1:291,12,7,Terms of Sale,Minimum order quantity: Negotiable,
1_3:1:292,12,8,Packaging  ,,
1_3:1:293,12,9,Delivery,Ship within 8 hous after payment,
1_3:1:294,12,10,Contact,"Tel: 18872220804, 02788218129, 13590210892; Email: jones@zhanhe56.com",
1_3:1:295,12,11,Website,"http://www.biotechsteroids.com/  (The website is available in English, French, German, Italian, Russian, Spanish, Portuguese, Dutch, Greek, Japanese, Korean, Arabic, Turkish and Polish)",
1_3:1:296,12,12,IP Address,169.54.248.136,
1_3:1:297,12,13,Server Location,U.S.,
1_3:1:298,12,14,Active Level,07/23/2019,
1_3:1:299,12,16,Remark,"It's a subcompany of Wuhan Yuancheng Gongchuang Tech Co.,Ltd which is illegally selling Fentanyl.",
1_3:1:300,12,17,Post on,http://www.everychina.com/p-z142819f-51487183-4-aminophenyl-1-phenethylpiperidine-pharmaceutical-raw-material-21409-26-7-despropionyl-fentanyl.html,
1_3:1:300,12,17,Post on,http://www.tradesparq.com/users/280620/Crystal-Wu/company/298675/Wuhan-Biofriend-Technology-Co-Ltd?lang=zh-CN,
1_3:1:300,12,17,Post on, http://www.tradesparq.com/users/280620/Crystal-Wu/company/298675/Wuhan-Biofriend-Technology-Co-Ltd?lang=zh-CN,
1_3:1:322,13,1,Chinese Name,东莞松柏化工有限公司,
1_3:1:323,13,2,Address,"Nanwuchisheng Industrial Village, Houjie Town., Dongguan, Guangdong(广东东莞厚街镇南五驰生工业村)",
1_3:1:324,13,3,Products,Fentanyl; 2-MAPB; MDMB-FUBINACA; 2C-C-NBOMe; 2C-I-NBOMe; U-47700; 4-CA; 2-MFA; 3-FA; Ethcathinone,
1_3:1:325,13,6,Payment method,,
1_3:1:326,13,8,Packaging  ,,
1_3:1:327,13,10,Contact,Tel: 18024726570,
1_3:1:328,13,9,Delivery,,
1_3:1:329,13,11,Website,http://www.mfqyw.com/com/sbhg6579/,
1_3:1:330,13,12,IP Address,219.148.38.100,
